level1-KE_1_001,country-KE,Mombasa
level1-KE_1_004,country-KE,Tana River
level1-KE_1_005,country-KE,Lamu
level1-KE_1_002,country-KE,Kwale
level1-KE_1_003,country-KE,Kilifi
level1-KE_1_008,country-KE,Wajir
level1-KE_1_009,country-KE,Mandera
level1-KE_1_006,country-KE,Taita Taveta
level1-KE_1_007,country-KE,Garissa
level1-KE_1_012,country-KE,Meru
level1-KE_1_013,country-KE,Tharaka-Nithi
level1-KE_1_010,country-KE,Marsabit
level1-KE_1_011,country-KE,Isiolo
level1-KE_1_016,country-KE,Machakos
level1-KE_1_017,country-KE,Makueni
level1-KE_1_014,country-KE,Embu
level1-KE_1_015,country-KE,Kitui
country-ET,continent-AFR,Ethiopia
level1-ET_1_001,country-ET,Addis Ababa
level1-ET_1_002,country-ET,Afar
level1-ET_1_003,country-ET,Amhara
level1-ET_1_004,country-ET,Beneshangul Gumuz
level1-ET_1_005,country-ET,Dire Dawa
level1-ET_1_006,country-ET,Gambella
level1-ET_1_007,country-ET,Harar
level1-ET_1_008,country-ET,Oromiya
level1-ET_1_009,country-ET,SNNPR
level1-ET_1_010,country-ET,Somali
level1-ET_1_011,country-ET,Tigray
country-ZA,continent-AFR,South Africa
level1-ZA_1_005,country-ZA,KwaZulu-Natal
level1-ZA_1_004,country-ZA,Free State
level1-ZA_1_002,country-ZA,Eastern Cape
level1-ZA_1_008,country-ZA,Mpumalanga
level1-ZA_1_009,country-ZA,Limpopo
level1-ZA_1_003,country-ZA,Northern Cape
level1-ZA_1_006,country-ZA,North West
level1-ZA_1_001,country-ZA,Western Cape
level1-ZA_1_007,country-ZA,Gauteng
country-UG,continent-AFR,Uganda
country-ZM,continent-AFR,Zambia
country-BF,continent-AFR,Burkina Faso
country-CD,continent-AFR,Democratic Republic of Congo
country-GH,continent-AFR,Ghana
level2-GH_2_033001,level1-GH_1_033,Ahanta West
level2-GH_2_033012,level1-GH_1_033,Shama Ahanta East
level2-GH_2_026008,level1-GH_1_026,Cape Coast
level2-GH_2_026010,level1-GH_1_026,Komenda/Edina Aguafo
level2-GH_2_033010,level1-GH_1_033,Nzema East
level2-GH_2_026001,level1-GH_1_026,Abura/Asebu/Kwamankese
level2-GH_2_033007,level1-GH_1_033,Jomoro
level2-GH_2_026011,level1-GH_1_026,Mfantsiman
level2-GH_2_026003,level1-GH_1_026,Ajumako Enyan
level2-GH_2_026009,level1-GH_1_026,Gomoa
level2-GH_2_033009,level1-GH_1_033,Mpohor Wassa
level2-GH_2_033013,level1-GH_1_033,Wassa West
level2-GH_2_028001,level1-GH_1_028,Accra
level2-GH_2_026007,level1-GH_1_026,Awutu/Efutu/Senya
level2-GH_2_026002,level1-GH_1_026,Agona
level2-GH_2_026006,level1-GH_1_026,Assin South
level2-GH_2_026004,level1-GH_1_026,Asikuma/Odoben/Brakwa
level2-GH_2_028004,level1-GH_1_028,Ga East
level2-GH_2_028005,level1-GH_1_028,Ga West
level2-GH_2_026012,level1-GH_1_026,Twifu Heman/Lower Denkyira
level2-GH_2_028006,level1-GH_1_028,Tema
level2-GH_2_027003,level1-GH_1_027,Akwapim South
level2-GH_2_026005,level1-GH_1_026,Assin North
level2-GH_2_028002,level1-GH_1_028,Dangbe East
level2-GH_2_027016,level1-GH_1_027,West Akim
level2-GH_2_027007,level1-GH_1_027,Birim South
level2-GH_2_032007,level1-GH_1_032,Keta
level2-GH_2_028003,level1-GH_1_028,Dangbe West
level2-GH_2_033003,level1-GH_1_033,Amenfi West (Wassa Amenfi)
level2-GH_2_033002,level1-GH_1_033,Amenfi East
level2-GH_2_024003,level1-GH_1_024,Adansi West
level2-GH_2_027015,level1-GH_1_027,Suhum/Kraboa/Coaltar
level2-GH_2_027002,level1-GH_1_027,Akwapim North
level2-GH_2_032015,level1-GH_1_032,South Tongu
level2-GH_2_033004,level1-GH_1_033,Aowin Suaman
level2-GH_2_027014,level1-GH_1_027,New Juaben
level2-GH_2_026013,level1-GH_1_026,Upper Denkyira
level2-GH_2_024001,level1-GH_1_024,Adansi East
level2-GH_2_032008,level1-GH_1_032,Ketu
level2-GH_2_027017,level1-GH_1_027,Yilo Krobo
level2-GH_2_032013,level1-GH_1_032,North Tongu
level2-GH_2_024002,level1-GH_1_024,Adansi North
level2-GH_2_027008,level1-GH_1_027,East Akim
level2-GH_2_027010,level1-GH_1_027,Kwaebibirem
level2-GH_2_032002,level1-GH_1_032,Akatsi
level2-GH_2_024007,level1-GH_1_024,Amansie Central
level2-GH_2_027005,level1-GH_1_027,Atiwa
level2-GH_2_033006,level1-GH_1_033,Bibiani Anhwiaso-Bekwai
level2-GH_2_033011,level1-GH_1_033,Sefwi-Wiawso
level2-GH_2_024008,level1-GH_1_024,Amansie East
level2-GH_2_027006,level1-GH_1_027,Birim North
level2-GH_2_027004,level1-GH_1_027,Asuogyaman
level2-GH_2_027013,level1-GH_1_027,Manya Krobo
level2-GH_2_024009,level1-GH_1_024,Amansie West
level2-GH_2_027012,level1-GH_1_027,Kwahu West
level2-GH_2_032001,level1-GH_1_032,Adaklu Anyigbe
level2-GH_2_027009,level1-GH_1_027,Fanteakwa
level2-GH_2_024014,level1-GH_1_024,Bosomtwi Kwanwoma
level2-GH_2_024011,level1-GH_1_024,Asante Akim South
level2-GH_2_024017,level1-GH_1_024,Kumasi
level2-GH_2_024012,level1-GH_1_024,Atwima Mponua
level2-GH_2_032014,level1-GH_1_032,South Dayi
level2-GH_2_025002,level1-GH_1_025,Asunafo South
level2-GH_2_033008,level1-GH_1_033,Juabeso
level2-GH_2_024016,level1-GH_1_024,Ejusu/Juabeni
level2-GH_2_027011,level1-GH_1_027,Kwahu South
level2-GH_2_024018,level1-GH_1_024,Kwabere
level2-GH_2_032003,level1-GH_1_032,Ho
level2-GH_2_024013,level1-GH_1_024,Atwima Nwabiagya
level2-GH_2_025001,level1-GH_1_025,Asunafo North
level2-GH_2_033005,level1-GH_1_033,Bia
level2-GH_2_024010,level1-GH_1_024,Asante Akim North
level2-GH_2_024005,level1-GH_1_024,Ahafo Ano North
level2-GH_2_032009,level1-GH_1_032,Kpandu
level2-GH_2_024006,level1-GH_1_024,Ahafo Ano South
level2-GH_2_024004,level1-GH_1_024,Afigya Sekyere
level2-GH_2_025003,level1-GH_1_025,Asutifi
level2-GH_2_027001,level1-GH_1_027,Afram Plains
level2-GH_2_032004,level1-GH_1_032,Hohoe
level2-GH_2_025017,level1-GH_1_025,Tano South
level2-GH_2_025016,level1-GH_1_025,Tano North
level2-GH_2_024019,level1-GH_1_024,Offinso
level2-GH_2_025006,level1-GH_1_025,Dormaa
level2-GH_2_032005,level1-GH_1_032,Jasikan
level2-GH_2_024021,level1-GH_1_024,Sekyere West
level2-GH_2_024020,level1-GH_1_024,Sekyere East
level2-GH_2_025014,level1-GH_1_025,Sunyani
level2-GH_2_025005,level1-GH_1_025,Berekum
level2-GH_2_024015,level1-GH_1_024,Ejura-Sekyedumasi
level2-GH_2_025015,level1-GH_1_025,Tain
level2-GH_2_025011,level1-GH_1_025,Nkoranza
level2-GH_2_025018,level1-GH_1_025,Techiman
level2-GH_2_025004,level1-GH_1_025,Atebubu
level2-GH_2_025008,level1-GH_1_025,Jaman South
level2-GH_2_032006,level1-GH_1_032,Kadjebi
level2-GH_2_025007,level1-GH_1_025,Jaman North
level2-GH_2_025013,level1-GH_1_025,Sene
level2-GH_2_025010,level1-GH_1_025,Kintampo South
level2-GH_2_032010,level1-GH_1_032,Krachi East
level2-GH_2_032011,level1-GH_1_032,Krachi West
level2-GH_2_025012,level1-GH_1_025,Pru
level2-GH_2_029008,level1-GH_1_029,Kpandai
level2-GH_2_025009,level1-GH_1_025,Kintampo North
level2-GH_2_032012,level1-GH_1_032,Nkwanta
level2-GH_2_025019,level1-GH_1_025,Wenchi
level2-GH_2_029010,level1-GH_1_029,Nanumba South
level2-GH_2_029001,level1-GH_1_029,Bole
level2-GH_2_029009,level1-GH_1_029,Nanumba North
level2-GH_2_029004,level1-GH_1_029,East Gonja
level2-GH_2_029003,level1-GH_1_029,Central Gonja
level2-GH_2_029019,level1-GH_1_029,Zabzugu/Tatale
level2-GH_2_029014,level1-GH_1_029,Tamale
level2-GH_2_029018,level1-GH_1_029,Yendi
level2-GH_2_029013,level1-GH_1_029,Sawla/Tuna/Kalba
level2-GH_2_029015,level1-GH_1_029,Tolon/Kumbungu
level2-GH_2_029016,level1-GH_1_029,West Gonja
level2-GH_2_029012,level1-GH_1_029,Savelgu/Nanton
level2-GH_2_031008,level1-GH_1_031,Wa West
level2-GH_2_031007,level1-GH_1_031,Wa Municipal
level2-GH_2_029007,level1-GH_1_029,Karaga
level2-GH_2_031006,level1-GH_1_031,Wa East
level2-GH_2_029006,level1-GH_1_029,Gushiegu
level2-GH_2_029011,level1-GH_1_029,Saboba/Chereponi
level2-GH_2_031003,level1-GH_1_031,Nadowli
level2-GH_2_029005,level1-GH_1_029,East Mamprusi
level2-GH_2_029017,level1-GH_1_029,West Mamprusi
level2-GH_2_029002,level1-GH_1_029,Bunkpurugu/Yunyoo
level2-GH_2_030003,level1-GH_1_030,Bolgatanga
level2-GH_2_030005,level1-GH_1_030,Builsa
level2-GH_2_030008,level1-GH_1_030,Talensi-Nabdam
level2-GH_2_031005,level1-GH_1_031,Sissala West
level2-GH_2_030004,level1-GH_1_030,Bongo
level2-GH_2_031001,level1-GH_1_031,Jirapa/Lambussie
level2-GH_2_031002,level1-GH_1_031,Lawra
level2-GH_2_030007,level1-GH_1_030,Kasena/Nankani
level2-GH_2_031004,level1-GH_1_031,Sissala East
level2-GH_2_030006,level1-GH_1_030,Garu Tempane
level2-GH_2_030002,level1-GH_1_030,Bakwu West
level2-GH_2_030001,level1-GH_1_030,Bakwu East
level1-GH_1_033,country-GH,Western
level1-GH_1_026,country-GH,Central
level1-GH_1_028,country-GH,Greater Accra
level1-GH_1_027,country-GH,Eastern
level1-GH_1_032,country-GH,Volta
level1-GH_1_024,country-GH,Ashanti
level1-GH_1_025,country-GH,Brong Ahafo
level1-GH_1_029,country-GH,Northern
level1-GH_1_030,country-GH,Upper East
level1-GH_1_031,country-GH,Upper West
level2-NG_2_001001,level1-NG_1_001,Aba North
level2-NG_2_001002,level1-NG_1_001,Aba South
level2-NG_2_008001,level1-NG_1_008,Abadam
level2-NG_2_015001,level1-NG_1_015,Abaji
level2-NG_2_003001,level1-NG_1_003,Abak
level2-NG_2_011001,level1-NG_1_011,Abakaliki
level2-NG_2_028001,level1-NG_1_028,Abeokuta North
level2-NG_2_028002,level1-NG_1_028,Abeokuta South
level2-NG_2_009001,level1-NG_1_009,Abi
level2-NG_2_017001,level1-NG_1_017,Aboh-Mbaise
level2-NG_2_033001,level1-NG_1_033,Abua/Odual
level2-NG_2_015002,level1-NG_1_015,Abuja Municipal
level2-NG_2_023001,level1-NG_1_023,Adavi
level2-NG_2_007001,level1-NG_1_007,Ado
level2-NG_2_028003,level1-NG_1_028,Ado-Odo/Ota
level2-NG_2_013001,level1-NG_1_013,Ado Ekiti
level2-NG_2_031001,level1-NG_1_031,Afijio
level2-NG_2_011002,level1-NG_1_011,Afikpo North
level2-NG_2_011003,level1-NG_1_011,Afikpo South
level2-NG_2_027001,level1-NG_1_027,Agaie
level2-NG_2_007002,level1-NG_1_007,Agatu
level2-NG_2_025001,level1-NG_1_025,Agege
level2-NG_2_004001,level1-NG_1_004,Aguata
level2-NG_2_027002,level1-NG_1_027,Agwara
level2-NG_2_017002,level1-NG_1_017,Ahiazu-Mbaise
level2-NG_2_033002,level1-NG_1_033,Ahoada East
level2-NG_2_033003,level1-NG_1_033,Ahoada West
level2-NG_2_030001,level1-NG_1_030,Aiyedade
level2-NG_2_030002,level1-NG_1_030,Aiyedire
level2-NG_2_013002,level1-NG_1_013,Aiyekire (Gbonyin)
level2-NG_2_023002,level1-NG_1_023,Ajaokuta
level2-NG_2_025002,level1-NG_1_025,Ajeromi-Ifelodun
level2-NG_2_020001,level1-NG_1_020,Ajingi
level2-NG_2_009002,level1-NG_1_009,Akamkpa
level2-NG_2_031002,level1-NG_1_031,Akinyele
level2-NG_2_016001,level1-NG_1_016,Akko
level2-NG_2_012001,level1-NG_1_012,Akoko-Edo
level2-NG_2_029001,level1-NG_1_029,Akoko North East
level2-NG_2_029002,level1-NG_1_029,Akoko North West
level2-NG_2_029003,level1-NG_1_029,Akoko South East
level2-NG_2_029004,level1-NG_1_029,Akoko South West
level2-NG_2_009003,level1-NG_1_009,Akpabuyo
level2-NG_2_033004,level1-NG_1_033,Akuku Toru
level2-NG_2_029005,level1-NG_1_029,Akure North
level2-NG_2_029006,level1-NG_1_029,Akure South
level2-NG_2_026001,level1-NG_1_026,Akwanga
level2-NG_2_020002,level1-NG_1_020,Albasu
level2-NG_2_022001,level1-NG_1_022,Aleiro
level2-NG_2_025003,level1-NG_1_025,Alimosho
level2-NG_2_005001,level1-NG_1_005,Alkaleri
level2-NG_2_025004,level1-NG_1_025,Amuwo-Odofin
level2-NG_2_004002,level1-NG_1_004,Anambra East
level2-NG_2_004003,level1-NG_1_004,Anambra West
level2-NG_2_004004,level1-NG_1_004,Anaocha
level2-NG_2_033005,level1-NG_1_033,Andoni
level2-NG_2_014001,level1-NG_1_014,Aninri
level2-NG_2_010001,level1-NG_1_010,Aniocha North
level2-NG_2_010002,level1-NG_1_010,Aniocha South
level2-NG_2_037001,level1-NG_1_037,Anka
level2-NG_2_023003,level1-NG_1_023,Ankpa
level2-NG_2_007003,level1-NG_1_007,Apa
level2-NG_2_025005,level1-NG_1_025,Apapa
level2-NG_2_035001,level1-NG_1_035,Ardo-Kola
level2-NG_2_022002,level1-NG_1_022,Arewa-Dandi
level2-NG_2_022003,level1-NG_1_022,Argungu
level2-NG_2_001003,level1-NG_1_001,Arochukwu
level2-NG_2_024001,level1-NG_1_024,Asa
level2-NG_2_033006,level1-NG_1_033,Asari-Toru
level2-NG_2_008002,level1-NG_1_008,Askira/Uba
level2-NG_2_030003,level1-NG_1_030,Atakumosa East
level2-NG_2_030004,level1-NG_1_030,Atakumosa West
level2-NG_2_031003,level1-NG_1_031,Atiba
level2-NG_2_031004,level1-NG_1_031,Atigbo
level2-NG_2_022004,level1-NG_1_022,Augie
level2-NG_2_018001,level1-NG_1_018,Auyo
level2-NG_2_026002,level1-NG_1_026,Awe
level2-NG_2_014002,level1-NG_1_014,Awgu
level2-NG_2_004005,level1-NG_1_004,Awka North
level2-NG_2_004006,level1-NG_1_004,Awka South
level2-NG_2_004007,level1-NG_1_004,Ayamelum
level2-NG_2_018002,level1-NG_1_018,Babura
level2-NG_2_025006,level1-NG_1_025,Badagry
level2-NG_2_036001,level1-NG_1_036,Bade
level2-NG_2_022005,level1-NG_1_022,Bagudo
level2-NG_2_020003,level1-NG_1_020,Bagwai
level2-NG_2_009005,level1-NG_1_009,Bakassi
level2-NG_2_021001,level1-NG_1_021,Bakori
level2-NG_2_037002,level1-NG_1_037,Bakura
level2-NG_2_016002,level1-NG_1_016,Balanga
level2-NG_2_035002,level1-NG_1_035,Bali
level2-NG_2_008003,level1-NG_1_008,Bama
level2-NG_2_032001,level1-NG_1_032,Barikin Ladi
level2-NG_2_024002,level1-NG_1_024,Baruten
level2-NG_2_023004,level1-NG_1_023,Bassa
level2-NG_2_032002,level1-NG_1_032,Bassa
level2-NG_2_021002,level1-NG_1_021,Batagarawa
level2-NG_2_021003,level1-NG_1_021,Batsari
level2-NG_2_005002,level1-NG_1_005,Bauchi
level2-NG_2_021004,level1-NG_1_021,Baure
level2-NG_2_008004,level1-NG_1_008,Bayo
level2-NG_2_020004,level1-NG_1_020,Bebeji
level2-NG_2_009006,level1-NG_1_009,Bekwara
level2-NG_2_001004,level1-NG_1_001,Bende
level2-NG_2_009007,level1-NG_1_009,Biase
level2-NG_2_020005,level1-NG_1_020,Bichi
level2-NG_2_027003,level1-NG_1_027,Bida
level2-NG_2_016003,level1-NG_1_016,Billiri
level2-NG_2_021005,level1-NG_1_021,Bindawa
level2-NG_2_034001,level1-NG_1_034,Binji
level2-NG_2_018003,level1-NG_1_018,Biriniwa
level2-NG_2_018004,level1-NG_1_018,Birni Kudu
level2-NG_2_019001,level1-NG_1_019,Birnin-Gwari
level2-NG_2_022006,level1-NG_1_022,Birnin Kebbi
level2-NG_2_037003,level1-NG_1_037,Birnin Magaji
level2-NG_2_008005,level1-NG_1_008,Biu
level2-NG_2_034002,level1-NG_1_034,Bodinga
level2-NG_2_005003,level1-NG_1_005,Bogoro
level2-NG_2_009008,level1-NG_1_009,Boki
level2-NG_2_032003,level1-NG_1_032,Bokkos
level2-NG_2_030005,level1-NG_1_030,Boluwaduro
level2-NG_2_010003,level1-NG_1_010,Bomadi
level2-NG_2_033007,level1-NG_1_033,Bonny
level2-NG_2_027004,level1-NG_1_027,Borgu
level2-NG_2_030006,level1-NG_1_030,Boripe
level2-NG_2_027005,level1-NG_1_027,Bosso
level2-NG_2_006001,level1-NG_1_006,Brass
level2-NG_2_018005,level1-NG_1_018,Buji
level2-NG_2_037004,level1-NG_1_037,Bukkuyum
level2-NG_2_037005,level1-NG_1_037,Bungudu
level2-NG_2_020006,level1-NG_1_020,Bunkure
level2-NG_2_022007,level1-NG_1_022,Bunza
level2-NG_2_036002,level1-NG_1_036,Bursari
level2-NG_2_007004,level1-NG_1_007,Buruku
level2-NG_2_010004,level1-NG_1_010,Burutu
level2-NG_2_015003,level1-NG_1_015,Bwari
level2-NG_2_009010,level1-NG_1_009,Calabar-Municipal
level2-NG_2_009009,level1-NG_1_009,Calabar South
level2-NG_2_027006,level1-NG_1_027,Chanchaga
level2-NG_2_021006,level1-NG_1_021,Charanchi
level2-NG_2_008006,level1-NG_1_008,Chibok
level2-NG_2_019002,level1-NG_1_019,Chikun
level2-NG_2_020007,level1-NG_1_020,Dala
level2-NG_2_036003,level1-NG_1_036,Damaturu
level2-NG_2_005004,level1-NG_1_005,Damban
level2-NG_2_020008,level1-NG_1_020,Dambatta
level2-NG_2_008007,level1-NG_1_008,Damboa
level2-NG_2_021007,level1-NG_1_021,Dan Musa
level2-NG_2_022008,level1-NG_1_022,Dandi
level2-NG_2_021008,level1-NG_1_021,Dandume
level2-NG_2_034003,level1-NG_1_034,Dange-Shuni
level2-NG_2_021009,level1-NG_1_021,Danja
level2-NG_2_005005,level1-NG_1_005,Darazo
level2-NG_2_005006,level1-NG_1_005,Dass
level2-NG_2_021010,level1-NG_1_021,Daura
level2-NG_2_020009,level1-NG_1_020,Dawakin Kudu
level2-NG_2_020010,level1-NG_1_020,Dawakin Tofa
level2-NG_2_033008,level1-NG_1_033,Degema
level2-NG_2_023005,level1-NG_1_023,Dekina
level2-NG_2_002001,level1-NG_1_002,Demsa
level2-NG_2_008008,level1-NG_1_008,Dikwa
level2-NG_2_020011,level1-NG_1_020,Doguwa
level2-NG_2_026003,level1-NG_1_026,Doma
level2-NG_2_035003,level1-NG_1_035,Donga
level2-NG_2_016004,level1-NG_1_016,Dukku
level2-NG_2_004008,level1-NG_1_004,Dunukofia
level2-NG_2_018006,level1-NG_1_018,Dutse
level2-NG_2_021011,level1-NG_1_021,Dutsi
level2-NG_2_021012,level1-NG_1_021,Dutsin-Ma
level2-NG_2_003002,level1-NG_1_003,Eastern Obolo
level2-NG_2_011004,level1-NG_1_011,Ebonyi
level2-NG_2_027007,level1-NG_1_027,Edati
level2-NG_2_030007,level1-NG_1_030,Ede North
level2-NG_2_030008,level1-NG_1_030,Ede South
level2-NG_2_024003,level1-NG_1_024,Edu
level2-NG_2_013003,level1-NG_1_013,Efon
level2-NG_2_028004,level1-NG_1_028,Egbado North
level2-NG_2_028005,level1-NG_1_028,Egbado South
level2-NG_2_031005,level1-NG_1_031,Egbeda
level2-NG_2_030009,level1-NG_1_030,Egbedore
level2-NG_2_012002,level1-NG_1_012,Egor
level2-NG_2_017003,level1-NG_1_017,Ehime-Mbano
level2-NG_2_030010,level1-NG_1_030,Ejigbo
level2-NG_2_006002,level1-NG_1_006,Ekeremor
level2-NG_2_003003,level1-NG_1_003,Eket
level2-NG_2_024004,level1-NG_1_024,Ekiti
level2-NG_2_013004,level1-NG_1_013,Ekiti East
level2-NG_2_013005,level1-NG_1_013,Ekiti South West
level2-NG_2_013006,level1-NG_1_013,Ekiti West
level2-NG_2_004009,level1-NG_1_004,Ekwusigo
level2-NG_2_033009,level1-NG_1_033,Eleme
level2-NG_2_033010,level1-NG_1_033,Emohua
level2-NG_2_013007,level1-NG_1_013,Emure
level2-NG_2_014003,level1-NG_1_014,Enugu East
level2-NG_2_014004,level1-NG_1_014,Enugu North
level2-NG_2_014005,level1-NG_1_014,Enugu South
level2-NG_2_025007,level1-NG_1_025,Epe
level2-NG_2_012003,level1-NG_1_012,Esan Central
level2-NG_2_012004,level1-NG_1_012,Esan North East
level2-NG_2_012005,level1-NG_1_012,Esan South East
level2-NG_2_012006,level1-NG_1_012,Esan West
level2-NG_2_029007,level1-NG_1_029,Ese-Odo
level2-NG_2_003004,level1-NG_1_003,Esit - Eket
level2-NG_2_003005,level1-NG_1_003,Essien Udim
level2-NG_2_033011,level1-NG_1_033,Etche
level2-NG_2_010005,level1-NG_1_010,Ethiope East
level2-NG_2_010006,level1-NG_1_010,Ethiope West
level2-NG_2_025008,level1-NG_1_025,Eti-Osa
level2-NG_2_003006,level1-NG_1_003,Etim Ekpo
level2-NG_2_003007,level1-NG_1_003,Etinan
level2-NG_2_012007,level1-NG_1_012,Etsako Central
level2-NG_2_012008,level1-NG_1_012,Etsako East
level2-NG_2_012009,level1-NG_1_012,Etsako West
level2-NG_2_009011,level1-NG_1_009,Etung
level2-NG_2_028006,level1-NG_1_028,Ewekoro
level2-NG_2_014006,level1-NG_1_014,Ezeagu
level2-NG_2_017004,level1-NG_1_017,Ezinihitte
level2-NG_2_011005,level1-NG_1_011,Ezza North
level2-NG_2_011006,level1-NG_1_011,Ezza South
level2-NG_2_020012,level1-NG_1_020,Fagge
level2-NG_2_022009,level1-NG_1_022,Fakai
level2-NG_2_021013,level1-NG_1_021,Faskari
level2-NG_2_036004,level1-NG_1_036,Fika
level2-NG_2_002002,level1-NG_1_002,Fufore
level2-NG_2_016005,level1-NG_1_016,Funakaye
level2-NG_2_036005,level1-NG_1_036,Fune
level2-NG_2_021014,level1-NG_1_021,Funtua
level2-NG_2_020013,level1-NG_1_020,Gabasawa
level2-NG_2_034004,level1-NG_1_034,Gada
level2-NG_2_018007,level1-NG_1_018,Gagarawa
level2-NG_2_005007,level1-NG_1_005,Gamawa
level2-NG_2_005008,level1-NG_1_005,Ganjuwa
level2-NG_2_002003,level1-NG_1_002,Ganye
level2-NG_2_018008,level1-NG_1_018,Garki
level2-NG_2_020014,level1-NG_1_020,Garko
level2-NG_2_020015,level1-NG_1_020,Garum Mallam
level2-NG_2_035004,level1-NG_1_035,Gashaka
level2-NG_2_035005,level1-NG_1_035,Gassol
